symbol,gene_id,treatment_splicing_P,time_splicing_P,treatment_over_time_splicing_P,flag_treatment_splicing_P05,flag_time_splicing_P05,flag_trt_over_time_splicing_P05
Dsim\GD10690,FBgn0182455,,,,0,0,0
Dsim\GD10691,FBgn0182456,,,,0,0,0
Dsim\GD10692,FBgn0182457,,,,0,0,0
Dsim\GD10693,FBgn0182458,0.37669569778638,0.37466000386389,0.72552515764286,0,0,0
Dsim\GD10694,FBgn0182459,,,,0,0,0
Dsim\GD10696,FBgn0182461,,,,0,0,0
Dsim\GD10697,FBgn0182462,0.07199295132292,0.17061461235235,0.32196391242618,0,0,0
Dsim\GD10699,FBgn0182464,,,,0,0,0
Dsim\GD10700,FBgn0182465,0.56526257256148,0.80483769197371,0.98489335337914,0,0,0
Dsim\GD10702,FBgn0182467,2.6314475832625E-6,0.13626740361763,0.19180814952717,1,0,0
Dsim\GD10704,FBgn0182469,0.09522051941605,0.75790857707115,0.14324678827572,0,0,0
Dsim\GD10705,FBgn0182470,0.28086125390789,0.18176023634813,0.14847896642184,0,0,0
Dsim\GD10706,FBgn0182471,0.98144540080751,0.6445265110866,0.85282511812487,0,0,0
Dsim\GD10707,FBgn0182472,,,,0,0,0
Dsim\GD10708,FBgn0182473,0.03372767979191,0.41566804474105,0.0055955206406,1,0,1
Dsim\GD10710,FBgn0182474,0.09911193230749,0.82471699208537,0.94313856408619,0,0,0
Dsim\GD10713,FBgn0182477,0.36201013533813,0.00950296419758,0.38504002817103,0,1,0
Dsim\GD10715,FBgn0182479,0.97164786747966,0.99461933938024,0.00548013386352,0,0,1
Dsim\GD10716,FBgn0182480,0.01105228622743,0.02295212985508,0.2740351403151,1,1,0
Dsim\GD10717,FBgn0182481,0.73965755840942,0.99971417014441,0.44148347803109,0,0,0
Dsim\GD10719,FBgn0182483,,,,0,0,0
Dsim\GD10720,FBgn0182484,0.68992004325904,0.53282505369791,0.82671886198355,0,0,0
Dsim\GD10721,FBgn0182485,0.47893915911446,0.79404086588486,0.66160147979362,0,0,0
Dsim\GD10724,FBgn0182488,0.69470919841668,0.36588460611828,0.53090183592548,0,0,0
Dsim\GD10727,FBgn0182491,0.91825670495577,0.56661771427575,0.25939036611183,0,0,0
Dsim\GD10730,FBgn0182494,0.35333904055056,0.19411735787585,0.86660405798383,0,0,0
Dsim\GD10732,FBgn0182496,,,,0,0,0
Dsim\GD10735,FBgn0182499,0.82236640524031,0.35675772082951,0.85845024165459,0,0,0
Dsim\GD10736,FBgn0182500,,,,0,0,0
Dsim\GD10737,FBgn0182501,0.60345632518091,0.9182518326729,0.44279895006159,0,0,0
Dsim\GD10739,FBgn0182503,0.85077884346859,0.53190486958796,0.10045127319874,0,0,0
Dsim\GD10740,FBgn0182504,0.76133958991299,0.96985518584985,0.59144053243112,0,0,0
Dsim\GD10742,FBgn0182506,0.49272422671587,0.54530477105868,0.18872988628635,0,0,0
Dsim\GD10743,FBgn0182507,,,,0,0,0
Dsim\GD10744,FBgn0182508,0.95540997936457,0.78152412876484,0.0686662598981,0,0,0
Dsim\GD10745,FBgn0182509,0.33062913743876,0.88186893938218,0.00215001420726,0,0,1
Dsim\GD10747,FBgn0182511,0.75717676817457,0.3620243777271,0.31624454111848,0,0,0
Dsim\GD10748,FBgn0182512,0.85554108342958,0.84757217212501,0.52711479643292,0,0,0
Dsim\GD10750,FBgn0182514,0.98751848340816,0.44279950376799,0.81221556825827,0,0,0
Dsim\GD10752,FBgn0182516,,,,0,0,0
Dsim\GD10753,FBgn0182517,0.99563612744334,0.75515342774685,1.9611799946058E-6,0,0,1
Dsim\GD10755,FBgn0182519,,,,0,0,0
Dsim\GD10757,FBgn0182521,0.96733737551085,0.91942370032218,0.77887565502646,0,0,0
Dsim\GD10758,FBgn0182522,0.99304549525975,0.13343107204976,0.00251417778267,0,0,1
Dsim\GD10759,FBgn0182523,0.3073813638623,0.65778906328431,0.97149081333298,0,0,0
Dsim\GD10760,FBgn0182524,,,,0,0,0
Dsim\GD10761,FBgn0182525,0.00664391891933,0.28726885354007,0.7209276327212,1,0,0
Dsim\GD10762,FBgn0182526,0.44863482253539,0.00049499364701,0.77831232263425,0,1,0
Dsim\GD10763,FBgn0182527,0.60811018246204,0.45630480742003,0.85179750683116,0,0,0
Dsim\GD10768,FBgn0182532,0.86813909041372,0.30666570040783,0.11926102320773,0,0,0
Dsim\GD10769,FBgn0182533,,,,0,0,0
Dsim\GD10771,FBgn0182535,0.37342056767202,0.71276443419664,0.24185292360514,0,0,0
Dsim\GD10772,FBgn0182536,0.41251883294697,0.10822929797645,0.54977947925079,0,0,0
Dsim\GD10773,FBgn0182537,,,,0,0,0
Dsim\GD10777,FBgn0182541,,,,0,0,0
Dsim\GD10778,FBgn0182542,,,,0,0,0
Dsim\GD10779,FBgn0182543,,,,0,0,0
Dsim\GD10784,FBgn0182548,0.03955019255714,0.30431937379331,0.00710896268683,1,0,1
Dsim\GD10787,FBgn0182550,,,,0,0,0
Dsim\GD10788,FBgn0182551,0.08167173332459,0.61998736854836,0.71998454361784,0,0,0
Dsim\GD10789,FBgn0182552,0.00701487247971,0.03023154144863,0.01332786640743,1,1,1
Dsim\GD10794,FBgn0182557,0.67228952421675,0.0220559670464,0.67808387700609,0,1,0
Dsim\GD10795,FBgn0182558,,,,0,0,0
Dsim\GD10796,FBgn0182559,0.19562431955046,0.47882571099325,0.01104387694247,0,0,1
Dsim\GD10797,FBgn0182560,0.4476375624046,0.86180704905675,0.59211944898791,0,0,0
Dsim\GD10798,FBgn0182561,0.62491526939578,0.22351766752254,0.97467764824507,0,0,0
Dsim\GD10799,FBgn0182562,0.18059281303759,0.99872234200242,0.03745908307522,0,0,1
Dsim\GD10801,FBgn0182564,0.26816086055926,0.81200056930341,0.17987052829709,0,0,0
Dsim\GD10802,FBgn0182565,0.79758054361192,0.30379881890909,0.4472662269836,0,0,0
Dsim\GD10804,FBgn0182567,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10805,FBgn0182568,0.11224623551007,0.17057072305283,0.69624119151787,0,0,0
Dsim\GD10807,FBgn0182570,0.9952746896972,0.1536510879049,0.00135912916631,0,0,1
Dsim\GD10808,FBgn0182571,0.3481158194959,0.88124523903087,0.37276110906113,0,0,0
Dsim\GD10809,FBgn0182572,0.56615191508315,0.25764239895253,0.8165823051348,0,0,0
Dsim\GD10810,FBgn0182573,0.07196971870281,0.24341555007685,0.33734949541358,0,0,0
Dsim\GD10811,FBgn0182574,0.19402679266311,0.13876453928656,0.02317196353231,0,0,1
Dsim\GD10814,FBgn0182577,0.37525749877823,0.34387539859978,0.04454744559167,0,0,1
Dsim\GD10815,FBgn0182578,0.10101077745525,0.21796401904851,0.84236949924896,0,0,0
Dsim\GD10816,FBgn0182579,0.10469763675464,0.43852550565501,0.43852550565501,0,0,0
Dsim\GD10818,FBgn0182581,0.06267608986002,0.13511145848603,0.39363546742056,0,0,0
Dsim\GD10819,FBgn0182582,0.8740486786393,0.67143983459102,0.68834587720734,0,0,0
Dsim\GD10821,FBgn0182584,,,,0,0,0
Dsim\GD10823,FBgn0182586,,,,0,0,0
Dsim\GD10827,FBgn0182590,0.10716481436165,0.32670098368566,0.68116053183961,0,0,0
Dsim\GD10828,FBgn0182591,0.41446103182593,0.62939911435704,0.01198992517063,0,0,1
Dsim\GD10831,FBgn0182594,0.25560703644943,0.12077218894732,0.00270543017976,0,0,1
Dsim\GD10832,FBgn0182595,0.13249046151524,0.45490868234797,0.27511889366968,0,0,0
Dsim\GD10833,FBgn0182596,0.61651099676225,0.06672592485883,0.77133617433877,0,0,0
Dsim\GD10834,FBgn0182597,0.02141733282939,0.93077752363854,0.76493311750575,1,0,0
Dsim\GD10835,FBgn0182598,0.59724962531491,0.56861384388615,0.61379929560463,0,0,0
Dsim\GD10836,FBgn0182599,0.93586059215988,0.00631263347851,0.60470841355937,0,1,0
Dsim\GD10838,FBgn0182601,0.56515717152404,0.26289796175469,0.13584014136665,0,0,0
Dsim\GD10840,FBgn0182603,,,,0,0,0
Dsim\GD10841,FBgn0182604,0.27237084126372,0.01184834574437,0.98950385557161,0,1,0
Dsim\GD10847,FBgn0182610,,,,0,0,0
Dsim\GD10848,FBgn0182611,0.90748913730372,0.99924350459635,0.18840992832308,0,0,0
Dsim\GD10849,FBgn0182612,0.94926955157179,0.49118098682517,0.9936896292247,0,0,0
Dsim\GD10851,FBgn0182614,0.19431373155712,0.29276712857836,0.99697547933671,0,0,0
Dsim\GD10852,FBgn0182615,0.26402095115747,0.18261651848709,0.15354401378203,0,0,0
Dsim\GD10853,FBgn0182616,0.05845128387078,0.04965947623595,0.00230455759275,0,1,1
Dsim\GD10854,FBgn0182617,,,,0,0,0
Dsim\GD10856,FBgn0182619,0.14177652689919,0.94551824506544,0.09016777208517,0,0,0
Dsim\GD10857,FBgn0182620,,,,0,0,0
Dsim\GD10858,FBgn0182621,0.74749646713179,0.47097634421048,0.19963929440093,0,0,0
Dsim\GD10859,FBgn0182622,0.90707109501187,0.02767731773559,0.05685591564321,0,1,0
Dsim\GD10861,FBgn0182624,0.01760285270469,0.82465265356525,0.00166670620235,1,0,1
Dsim\GD10870,FBgn0182633,0.00497777247939,0.4154877509976,0.95096087028523,1,0,0
Dsim\GD10871,FBgn0182634,0.51701118298313,0.14816692989554,0.24077305500406,0,0,0
Dsim\GD10872,FBgn0182635,,,,0,0,0
Dsim\GD10877,FBgn0182640,0.70975570575163,0.15964024964037,0.15201446166536,0,0,0
Dsim\GD10879,FBgn0182642,0.39367633773916,0.5022009126176,0.18748029316923,0,0,0
Dsim\GD10880,FBgn0182643,,,,0,0,0
Dsim\GD10885,FBgn0182648,0.75862875590202,0.08825737243945,0.06861083290749,0,0,0
Dsim\GD10886,FBgn0182649,0.08500320924406,0.04745877872582,0.04745877872582,0,1,1
Dsim\GD10887,FBgn0182650,0.12344625290468,0.87505461642398,0.25707874186638,0,0,0
Dsim\GD10888,FBgn0182651,0.44812742411279,0.00007625821643,0.02114212822373,0,1,1
Dsim\GD10890,FBgn0182653,,,,0,0,0
Dsim\GD10891,FBgn0182654,0.90230584273109,0.68211196547466,0.54840691261634,0,0,0
Dsim\GD10892,FBgn0182655,,,,0,0,0
Dsim\GD10893,FBgn0182656,0.71536979170259,0.05696231484851,0.03543719145955,0,0,1
Dsim\GD10894,FBgn0182657,0.7572066422804,0.94639272627591,0.21719840865818,0,0,0
Dsim\GD10895,FBgn0182658,0.27497944035471,0.19099836811989,0.40567830634764,0,0,0
Dsim\GD10899,FBgn0182662,0.4074374640295,0.25266840382924,0.45599010571073,0,0,0
Dsim\GD10902,FBgn0182665,0.1602586196882,0.80075903750395,0.08363894041143,0,0,0
Dsim\GD10903,FBgn0182666,0.01486041258663,0.65655822185415,0.68872969875293,1,0,0
Dsim\GD10904,FBgn0182667,0.01555930262298,0.93762462780434,0.72854358376628,1,0,0
Dsim\GD10905,FBgn0182668,,,,0,0,0
Dsim\GD10906,FBgn0182669,,,,0,0,0
Dsim\GD10908,FBgn0182671,0.15239157132423,0.02088038382808,0.13783910358886,0,1,0
Dsim\GD10909,FBgn0182672,0.16198212273054,0.1816185026482,0.41339935679137,0,0,0
Dsim\GD10910,FBgn0182673,0.6048103605433,0.63637320460167,0.41396405087277,0,0,0
Dsim\GD10911,FBgn0182674,,,,0,0,0
Dsim\GD10912,FBgn0182675,,,,0,0,0
Dsim\GD10916,FBgn0182679,0.24963685489692,0.00014222962804,0.24856624484104,0,1,0
Dsim\GD10918,FBgn0182681,0.71121683990864,0.21129074245705,0.05534976296315,0,0,0
Dsim\GD10921,FBgn0182684,0.57986542245204,0.9679027855114,0.22929012161824,0,0,0
Dsim\GD10924,FBgn0182687,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10925,FBgn0182688,0.70644187279367,0.74020383820435,0.27664485249311,0,0,0
Dsim\GD10928,FBgn0182691,0.56208271039296,0.9191656636382,0.05036814850931,0,0,0
Dsim\GD10930,FBgn0182693,0.60150335655306,0.56867348381817,0.6955972207487,0,0,0
Dsim\GD10931,FBgn0182694,0.67787309825154,0.30213004026836,0.00028218533727,0,0,1
Dsim\GD10932,FBgn0182695,0.78795579988603,0.97760978943244,0.11447836954338,0,0,0
Dsim\GD10936,FBgn0182699,0.04935731395254,0.23225614391977,0.84380405992528,1,0,0
Dsim\GD10938,FBgn0182701,0.83485544666102,0.20982102167018,0.00917903222631,0,0,1
Dsim\GD10940,FBgn0182703,0.9889677729926,0.73697275950321,0.48600785569378,0,0,0
Dsim\GD10943,FBgn0182706,,,,0,0,0
Dsim\GD10944,FBgn0182707,0.09732671617433,0.93493369546255,0.47239957526967,0,0,0
Dsim\GD10945,FBgn0182708,0.81957391911406,0.72065588132282,0.62478921494891,0,0,0
Dsim\GD10946,FBgn0182709,0.65036280830096,0.03136093654728,0.17547257122029,0,1,0
Dsim\GD10948,FBgn0182711,0.15204979336995,0.14169763870472,0.97166225654054,0,0,0
Dsim\GD10949,FBgn0182712,0.19465587793235,0.12193458623729,0.93243893552952,0,0,0
Dsim\GD10950,FBgn0182713,,,,0,0,0
Dsim\GD10951,FBgn0182714,,,,0,0,0
Dsim\GD10952,FBgn0182715,0.24614979933511,0.4203567669876,0.55130357242376,0,0,0
Dsim\GD10953,FBgn0182716,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10954,FBgn0182717,,,,0,0,0
Dsim\GD10955,FBgn0182718,0.06544194429845,0.16412299572781,0.07404511950774,0,0,0
Dsim\GD10956,FBgn0182719,0.86869671115457,0.43809573416765,0.00006760240426,0,0,1
Dsim\GD10958,FBgn0182720,,,,0,0,0
Dsim\GD10959,FBgn0182721,0.2974630071474,0.42262144117878,0.44378379507951,0,0,0
Dsim\GD10961,FBgn0182723,,,,0,0,0
Dsim\GD10965,FBgn0182726,0.25411579232343,0.92114016034217,0.06434154495675,0,0,0
Dsim\GD10966,FBgn0182727,0.20316167274177,0.56007616199098,0.16202027378965,0,0,0
Dsim\GD10967,FBgn0182728,,,,0,0,0
Dsim\GD10969,FBgn0182729,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10970,FBgn0182730,0.85922459857772,0.8200067247299,0.27570215762796,0,0,0
Dsim\GD10972,FBgn0182732,0.10210899145505,0.10669969860125,0.70966563499227,0,0,0
Dsim\GD10973,FBgn0182733,,,,0,0,0
Dsim\GD10974,FBgn0182734,0.13871347747922,0.61412606428514,0.56076888325425,0,0,0
Dsim\GD10976,FBgn0182736,,,,0,0,0
Dsim\GD10980,FBgn0182740,0.48461707311809,0.27992156253879,0.98712611495591,0,0,0
Dsim\GD10982,FBgn0182742,,,,0,0,0
Dsim\GD10983,FBgn0182743,,,,0,0,0
Dsim\GD10984,FBgn0182744,0.70848468809056,0.93841423520823,0.04245681579381,0,0,1
Dsim\GD10985,FBgn0182745,0.00983552844161,0.9108198694893,0.04069621280069,1,0,1
Dsim\GD10986,FBgn0182746,0.8913451751402,0.71511289078653,0.86259611135884,0,0,0
Dsim\GD10987,FBgn0182747,,,,0,0,0
Dsim\GD10988,FBgn0182748,0.70809612596445,0.50879150808781,0.43415604949289,0,0,0
Dsim\GD10992,FBgn0182752,0.36640591710829,0.04506888671,0.38959106622632,0,1,0
Dsim\GD10994,FBgn0182754,,,,0,0,0
Dsim\GD10995,FBgn0182755,0.6469038919631,0.77773107625814,0.47403404895632,0,0,0
Dsim\GD10996,FBgn0182756,,,,0,0,0
Dsim\GD10997,FBgn0182757,0.00798174487098,0.65820362349685,0.41279783011307,1,0,0
Dsim\GD10999,FBgn0182759,,,,0,0,0
Dsim\GD11001,FBgn0182761,0.48049558057597,0.9253720018846,0.48936645880794,0,0,0
Dsim\GD11002,FBgn0182762,0.02053963688296,0.27295258656351,0.06591848265767,1,0,0
Dsim\GD11004,FBgn0182764,0.13384608162538,0.01380248209262,0.33622111598612,0,1,0
Dsim\GD11005,FBgn0182765,,,,0,0,0
Dsim\GD11006,FBgn0182766,0.85042222556888,0.60761724097923,0.97888001764766,0,0,0
Dsim\GD11007,FBgn0182767,0.13608511150762,0.60089801551585,0.06176241225098,0,0,0
Dsim\GD11008,FBgn0182768,,,,0,0,0
Dsim\GD11011,FBgn0182771,0.59862740405777,0.40002842113996,0.8152154071557,0,0,0
Dsim\GD11012,FBgn0182772,0.08481825083762,0.94295650224255,0.10705527134345,0,0,0
Dsim\GD11015,FBgn0182775,0.33092305916209,0.64401636110979,0.53298693740661,0,0,0
Dsim\GD11018,FBgn0182778,,,,0,0,0
Dsim\GD11019,FBgn0182779,0.37850894670893,0.07173706095429,0.02090617331612,0,0,1
Dsim\GD11020,FBgn0182780,0.238310491386,0.31260021450141,0.90714682949883,0,0,0
Dsim\GD11021,FBgn0182781,0.82483933423902,0.24921366784759,0.58765865881399,0,0,0
Dsim\GD11022,FBgn0182782,0.03263320970219,0.12028390516311,0.11063322151812,1,0,0
Dsim\GD11023,FBgn0182783,0.22149359329784,0.12214306016296,0.77037181904346,0,0,0
Dsim\GD11024,FBgn0182784,0.27420293077838,0.68839253658009,0.09342087149332,0,0,0
Dsim\GD11025,FBgn0182785,0.5992635647772,0.56367293724531,0.89110210758625,0,0,0
Dsim\GD11027,FBgn0182787,0.9995927233262,0.37513523511686,0.68281485758585,0,0,0
Dsim\GD11028,FBgn0182788,0.00609989102766,0.68226664108834,0.01585227437755,1,0,1
Dsim\GD11029,FBgn0182789,6.4896307253667E-6,0.00974211945891,0.32565625633904,1,1,0
Dsim\GD11031,FBgn0182791,0.80867534477401,0.50784386836876,0.62834301019399,0,0,0
Dsim\GD11032,FBgn0182792,0.10854047409738,0.70534532890275,0.22946045392454,0,0,0
Dsim\GD11033,FBgn0182793,,,,0,0,0
Dsim\GD11034,FBgn0182794,0.62912424756416,0.43739272800779,0.3918084044444,0,0,0
Dsim\GD11035,FBgn0182795,0.0881729874713,0.82170940339377,0.00386521831683,0,0,1
Dsim\GD11036,FBgn0182796,0.89680269840935,0.94305346955947,0.90881067070434,0,0,0
Dsim\GD11037,FBgn0182797,0.0009213988919,0.00255883773359,0.90925895773363,1,1,0
Dsim\GD11038,FBgn0182798,0.29922939735414,0.23631833852697,0.74964898391509,0,0,0
Dsim\GD11041,FBgn0182801,7.0786627405011E-6,0.68385466072215,0.02661844036734,1,0,1
Dsim\GD11042,FBgn0182802,0.88523355467186,0.33425607686792,0.72069589676773,0,0,0
Dsim\GD11050,FBgn0182810,0.46357152475996,0.37527123582162,0.61433801893483,0,0,0
Dsim\GD11053,FBgn0182813,,,,0,0,0
Dsim\GD11054,FBgn0182814,,,,0,0,0
Dsim\GD11056,FBgn0182816,,,,0,0,0
Dsim\GD11057,FBgn0182817,0.24324364709313,0.0858472943484,0.94960159227881,0,0,0
Dsim\GD11058,FBgn0182818,0.11709324829705,0.09175873809996,0.34935366129021,0,0,0
Dsim\GD11059,FBgn0182819,0.06273882583845,0.39677697485786,0.00473560905707,0,0,1
Dsim\GD11060,FBgn0182820,0.75297609857136,0.2076043454861,0.96886141167317,0,0,0
Dsim\GD11063,FBgn0182823,0.10469763675464,0.43852550565501,0.43852550565501,0,0,0
Dsim\GD11064,FBgn0182824,0.05689770380092,0.80999972670435,0.1192954903196,0,0,0
Dsim\GD11066,FBgn0182826,0.99101895970831,0.45355926720594,0.3245236209239,0,0,0
Dsim\GD11068,FBgn0182828,0.4753451114449,0.26958984263291,0.30575568060508,0,0,0
Dsim\GD11069,FBgn0182829,0.81319130150986,0.41615088061522,0.52650802406175,0,0,0
Dsim\GD11074,FBgn0182831,0.49371760970667,0.8274681512227,0.37659020792606,0,0,0
Dsim\GD11075,FBgn0182832,,,,0,0,0
Dsim\GD11078,FBgn0182835,0.4472904382828,0.47223220992812,0.0294986476573,0,0,1
Dsim\GD11079,FBgn0182836,0.01367615802343,0.82469645585165,0.82469645585165,1,0,0
Dsim\GD11080,FBgn0182837,,,,0,0,0
Dsim\GD11082,FBgn0182839,0.16220675903215,0.05542267575161,0.41180362662465,0,0,0
Dsim\GD11083,FBgn0182840,0.2079942407832,0.30363637660119,0.56932520092828,0,0,0
Dsim\GD11084,FBgn0182841,0.79968876231959,0.28130345616141,0.97787597231472,0,0,0
Dsim\GD11087,FBgn0182844,0.49302442272044,0.88115153129686,0.01535455706207,0,0,1
Dsim\GD11090,FBgn0182847,0.15892588866503,0.13874691708161,0.63880156671575,0,0,0
Dsim\GD11091,FBgn0182848,0.03824436550186,0.53743741076584,0.45745857451603,1,0,0
Dsim\GD11093,FBgn0182850,0.48259797193585,0.71170029715186,0.15834200914144,0,0,0
Dsim\GD11094,FBgn0182851,0.64055135723176,0.06482834717818,0.5186309723098,0,0,0
Dsim\GD11096,FBgn0182853,0.48544145034914,0.67073682647884,0.87849542168072,0,0,0
Dsim\GD11098,FBgn0182855,0.95831120076179,0.07532887510378,0.38973011158956,0,0,0
Dsim\GD11099,FBgn0182856,0.93343448092177,0.08656682374772,0.83451356380576,0,0,0
Dsim\GD11100,FBgn0182857,0.53685962127333,0.5981065991593,0.47985933803226,0,0,0
Dsim\GD11101,FBgn0182858,0.5205644922611,0.06064962220477,0.68886112642998,0,0,0
Dsim\GD11103,FBgn0182860,,,,0,0,0
Dsim\GD11105,FBgn0182861,0.69610941695945,0.16005780777906,0.0953364970477,0,0,0
Dsim\GD11106,FBgn0182862,,,,0,0,0
Dsim\GD11107,FBgn0182863,0.35071298684275,0.53719479365222,0.94243371678393,0,0,0
Dsim\GD11108,FBgn0182864,0.9818825610629,0.20228041563663,0.82989372361879,0,0,0
Dsim\GD11109,FBgn0182865,0.80816120965875,0.60104636550096,0.34570535945097,0,0,0
Dsim\GD11111,FBgn0182867,0.48598283103546,0.6092079831178,0.79042392672545,0,0,0
Dsim\GD11112,FBgn0182868,0.78047140455121,0.84806886162287,0.00005138172654,0,0,1
Dsim\GD11116,FBgn0182871,0.99403576573025,0.15138846157099,0.04396099565637,0,0,1
Dsim\GD11122,FBgn0182877,0.37400569572767,0.07257966157277,0.08066335570052,0,0,0
Dsim\GD11124,FBgn0182879,,,,0,0,0
Dsim\GD11125,FBgn0182880,,,,0,0,0
Dsim\GD11127,FBgn0182882,0.90581414654464,0.01726212482536,0.02089048697436,0,1,1
Dsim\GD11130,FBgn0182885,,,,0,0,0
Dsim\GD11131,FBgn0182886,0.3687805556206,0.43569261729085,0.05931564128161,0,0,0
Dsim\GD11132,FBgn0182887,,,,0,0,0
Dsim\GD11138,FBgn0182893,0.14866080869671,0.15355234157029,0.7010765671618,0,0,0
Dsim\GD11140,FBgn0182895,0.89963929666399,0.10198261569238,0.83431082517315,0,0,0
Dsim\GD11143,FBgn0182898,,,,0,0,0
Dsim\GD11144,FBgn0182899,,,,0,0,0
Dsim\GD11145,FBgn0182900,0.61497936224719,0.47463362605531,0.00171145249104,0,0,1
Dsim\GD11146,FBgn0182901,0.5498107386551,0.40903974845113,0.96715622767367,0,0,0
Dsim\GD11147,FBgn0182902,0.6593452336658,0.02080365016745,0.03325114691787,0,1,1
Dsim\GD11148,FBgn0182903,0.05090945129287,0.87666640972635,0.61192751147736,0,0,0
Dsim\GD11149,FBgn0182904,0.03531432762631,0.24401583150462,0.24401583150462,1,0,0
Dsim\GD11150,FBgn0182905,0.31657454128017,0.00950619563993,0.39234718790057,0,1,0
Dsim\GD11151,FBgn0182906,0.1641228179498,0.94129827462189,0.16591657900396,0,0,0
Dsim\GD11152,FBgn0182907,0.03753615487699,0.78598727893591,0.18042442798341,1,0,0
Dsim\GD11153,FBgn0182908,0.40762150866927,0.11918409261597,0.41242749071549,0,0,0
Dsim\GD11154,FBgn0182909,0.94607958685491,0.36579866367129,0.58773728689479,0,0,0
Dsim\GD11155,FBgn0182910,0.00925337493324,0.99646162945252,0.99842365660469,1,0,0
Dsim\GD11158,FBgn0182913,0.54173252744802,0.13707878188885,0.00549916740984,0,0,1
Dsim\GD11159,FBgn0182914,0.17786970126821,0.85143942403862,0.94937726883282,0,0,0
Dsim\GD11160,FBgn0182915,0.03606409777567,0.12849558511223,0.77628611379931,1,0,0
Dsim\GD11161,FBgn0182916,0.97806914236512,0.454290491996,0.1972785164899,0,0,0
Dsim\GD11163,FBgn0182918,0.33267412695159,0.0001103861803,0.70415116913031,0,1,0
Dsim\GD11164,FBgn0182919,0.40553302601836,0.42153544653543,0.42153544653541,0,0,0
Dsim\GD11165,FBgn0182920,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD11166,FBgn0182921,0.07552624681119,0.2639841898584,0.42169078714417,0,0,0
Dsim\GD11167,FBgn0182922,0.81301729224358,0.76437519417399,0.99958524369824,0,0,0
Dsim\GD11168,FBgn0182923,0.79680341089478,0.15476399192831,0.54113106367278,0,0,0
Dsim\GD11170,FBgn0182925,0.75557984858146,0.99315191151728,0.08371965497139,0,0,0
Dsim\GD11171,FBgn0182926,,,,0,0,0
Dsim\GD11173,FBgn0182928,,,,0,0,0
Dsim\GD11174,FBgn0182929,0.10233031817608,0.62318543368051,0.32513918365571,0,0,0
Dsim\GD11176,FBgn0182931,0.48946058651581,0.11729019360113,0.30068024372479,0,0,0
Dsim\GD11179,FBgn0182934,,,,0,0,0
Dsim\GD11182,FBgn0182937,0.47443230739538,0.42222333297479,0.08496100383724,0,0,0
Dsim\GD11186,FBgn0182940,0.93221547823788,0.86526151806386,0.10770568083873,0,0,0
Dsim\GD11188,FBgn0182941,,,,0,0,0
Dsim\GD11191,FBgn0182944,0.78503822361888,0.86920660028747,0.70897676706333,0,0,0
Dsim\GD11192,FBgn0182945,0.29775742858331,0.01800889665344,0.72260281710042,0,1,0
Dsim\GD11193,FBgn0182946,0.55376260044336,0.65576896478278,0.25002424714639,0,0,0
Dsim\GD11202,FBgn0182955,0.50499523982797,0.00377035066746,0.03883184854385,0,1,1
Dsim\GD11204,FBgn0182957,0.27501603099863,0.74738840425341,0.94671710354722,0,0,0
Dsim\GD11205,FBgn0182958,0.88513170586437,0.79903056554272,0.65030616214765,0,0,0
Dsim\GD11206,FBgn0182959,0.13961940487516,0.50696935064835,0.33108236442394,0,0,0
Dsim\GD11207,FBgn0182960,0.23345356994078,0.96961997007715,0.21072957774365,0,0,0
Dsim\GD11208,FBgn0182961,,,,0,0,0
Dsim\GD11210,FBgn0182963,0.7089188452051,0.99821724773649,0.99910417506946,0,0,0
Dsim\GD11213,FBgn0182965,0.2135858986371,0.71284917062166,0.7868436408575,0,0,0
Dsim\GD11214,FBgn0182966,0.1646592799086,0.12006993726117,0.67827889195907,0,0,0
Dsim\GD11218,FBgn0182970,0.40471325744847,0.60096322363946,0.27958549292626,0,0,0
Dsim\GD11219,FBgn0182971,0.26531907890309,0.21305236552326,0.5327932557553,0,0,0
Dsim\GD11220,FBgn0182972,,,,0,0,0
Dsim\GD11221,FBgn0182973,,,,0,0,0
Dsim\GD11222,FBgn0182974,0.74594570569152,0.16843782816513,0.19084007569272,0,0,0
Dsim\GD11223,FBgn0182975,0.50373072011963,0.60937982754053,0.74981623662344,0,0,0
Dsim\GD11224,FBgn0182976,0.74113526308363,0.85603884386242,0.96547406816304,0,0,0
Dsim\GD11225,FBgn0182977,0.01513716641728,0.31791290010197,0.61543059117144,1,0,0
Dsim\GD11226,FBgn0182978,0.56359778486226,0.66750358426353,0.66750358426353,0,0,0
Dsim\GD11227,FBgn0182979,0.01919723680201,0.87678755281326,0.18280750807826,1,0,0
Dsim\GD11229,FBgn0182981,0.02182611582204,0.64417518518959,0.389279559286,1,0,0
Dsim\GD11230,FBgn0182982,0.08105183587413,0.80010498115623,0.21054994033261,0,0,0
Dsim\GD11231,FBgn0182983,0.51243139830886,0.00004818216551,0.23448280311774,0,1,0
Dsim\GD11232,FBgn0182984,0.868346445436,0.95950466239502,0.12107464896832,0,0,0
