symbol,gene_id,treatment_splicing_P,time_splicing_P,treatment_over_time_splicing_P,flag_treatment_splicing_P05,flag_time_splicing_P05,flag_trt_over_time_splicing_P05
Dsim\GD17606,FBgn0189156,0.70088312216751,0.83470177776135,0.55253738338099,0,0,0
Dsim\GD17608,FBgn0189158,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD17609,FBgn0189159,0.79630505100855,0.20159745638238,0.02855311934635,0,0,1
Dsim\GD17610,FBgn0189160,0.97690145391053,0.4122014087007,0.49116405631498,0,0,0
Dsim\GD17611,FBgn0189161,,,,0,0,0
Dsim\GD17612,FBgn0189162,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD17613,FBgn0189163,,,,0,0,0
Dsim\GD17617,FBgn0189167,,,,0,0,0
Dsim\GD17620,FBgn0189170,0.73876142553704,0.25087388217545,0.80691598318967,0,0,0
Dsim\GD17621,FBgn0189171,,,,0,0,0
Dsim\GD17623,FBgn0189173,0.60065527890625,0.77346259036823,0.02374047191187,0,0,1
Dsim\GD17625,FBgn0189175,0.16792172122705,0.08894484363252,0.92864108895039,0,0,0
Dsim\GD17626,FBgn0189176,,,,0,0,0
Dsim\GD17628,FBgn0189178,0.54929219278501,0.06137777314447,0.62720274809355,0,0,0
Dsim\GD17629,FBgn0189179,0.21364190944809,0.09622920815473,0.42293740305704,0,0,0
Dsim\GD17632,FBgn0189182,0.25024357840991,0.10081774198315,0.11671758388532,0,0,0
Dsim\GD17633,FBgn0189183,0.01372297368799,0.00064534331964,0.01215389444725,1,1,1
Dsim\GD17638,FBgn0189188,0.87310035019786,0.9570100064457,0.13054192989964,0,0,0
Dsim\GD17641,FBgn0189191,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD17643,FBgn0189193,,,,0,0,0
Dsim\GD17644,FBgn0189194,0.74057228009029,0.08608025906151,0.33510944777222,0,0,0
Dsim\GD17645,FBgn0189195,0.76794118301798,0.37177844716158,0.26485723144872,0,0,0
Dsim\GD17646,FBgn0189196,0.11520844244861,0.37122255870646,0.3073276249792,0,0,0
Dsim\GD17648,FBgn0189198,0.80138019586917,0.71825991578473,0.44219951763267,0,0,0
Dsim\GD17649,FBgn0189199,0.96403593292324,0.62591370318374,0.79686893560964,0,0,0
Dsim\GD17650,FBgn0189200,0.60051716942649,0.04144985701678,0.00240339411432,0,1,1
Dsim\GD17651,FBgn0189201,0.67768514994071,0.99999018848638,0.77093229093141,0,0,0
Dsim\GD17652,FBgn0189202,,,,0,0,0
Dsim\GD17653,FBgn0189203,0.85657388951417,0.27643865175969,0.98875078502733,0,0,0
Dsim\GD17660,FBgn0189209,0.00190284496284,0.98719768068002,0.78510315276133,1,0,0
Dsim\GD17666,FBgn0189215,0.8688185872672,0.14558336003691,0.33757276825536,0,0,0
Dsim\GD17671,FBgn0189220,,,,0,0,0
Dsim\GD17672,FBgn0189221,0.02155407711877,0.36740233437898,0.86082578252832,1,0,0
Dsim\GD17673,FBgn0189222,,,,0,0,0
Dsim\GD17676,FBgn0189225,0.64147633622635,0.96981234387464,0.23144529107009,0,0,0
Dsim\GD17678,FBgn0189227,0.22253157900957,0.60505863258499,0.70403742903229,0,0,0
Dsim\GD17680,FBgn0189229,0.18528035579248,0.76075774744177,0.06524915012969,0,0,0
Dsim\GD17683,FBgn0189232,,,,0,0,0
Dsim\Obp99b,FBgn0189234,,,,0,0,0
Dsim\Obp99c,FBgn0189239,,,,0,0,0
Dsim\GD17691,FBgn0189240,0.29904543704842,0.46447012241535,0.05251582777545,0,0,0
Dsim\GD17692,FBgn0189241,,,,0,0,0
Dsim\GD17695,FBgn0189244,0.22018346903052,0.12669791690331,0.01005243554322,0,0,1
Dsim\GD17697,FBgn0189246,,,,0,0,0
Dsim\GD17698,FBgn0189247,0.62484203309112,0.13801471905098,0.9556952454714,0,0,0
Dsim\GD17699,FBgn0189248,0.22231549252122,0.04545545112486,0.40266514405239,0,1,0
Dsim\GD17704,FBgn0189253,,,,0,0,0
Dsim\GD17705,FBgn0189254,,,,0,0,0
Dsim\GD17706,FBgn0189255,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD17709,FBgn0189258,0.04426532699219,0.17138586010815,0.07614294383278,1,0,0
Dsim\GD17712,FBgn0189261,0.01453418615406,0.04914426533058,0.01539708108788,1,1,1
Dsim\GD17715,FBgn0189264,0.62421656043127,0.25676436417314,0.53482733159388,0,0,0
Dsim\GD17720,FBgn0189269,,,,0,0,0
Dsim\GD17741,FBgn0189290,0.71535772440147,0.89476175420385,0.53861269914755,0,0,0
Dsim\GD17743,FBgn0189292,0.57689447589567,0.11606053795049,0.86018625564424,0,0,0
Dsim\GD17746,FBgn0189295,,,,0,0,0
Dsim\GD17753,FBgn0189301,0.35375008114356,0.63790563983363,0.5767670377233,0,0,0
Dsim\GD17760,FBgn0189308,,,,0,0,0
Dsim\GD17764,FBgn0189312,0.16221112732719,0.67434238599618,0.29859463533346,0,0,0
Dsim\GD17768,FBgn0189316,0.16358491780099,0.1277463520017,0.11192845764426,0,0,0
Dsim\GD17774,FBgn0189322,,,,0,0,0
Dsim\GD17775,FBgn0189323,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD17776,FBgn0189324,,,,0,0,0
Dsim\GD17781,FBgn0189329,,,,0,0,0
Dsim\GD17786,FBgn0189334,0.51488785354278,0.32739664737589,0.28512475732952,0,0,0
Dsim\GD17799,FBgn0189347,,,,0,0,0
Dsim\GD17805,FBgn0189353,,,,0,0,0
Dsim\GD17818,FBgn0189366,0.8699232931572,0.42530430102917,0.68817324335691,0,0,0
Dsim\GD17820,FBgn0189368,0.06363840638307,0.17605466913111,0.90779166002808,0,0,0
Dsim\GD17842,FBgn0189390,,,,0,0,0
Dsim\GD17845,FBgn0189393,0.81060822528685,0.8375397997957,0.66652524870435,0,0,0
Dsim\GD17852,FBgn0189399,,,,0,0,0
Dsim\GD17853,FBgn0189400,0.27943052491254,0.48862544111906,0.04704976193234,0,0,1
Dsim\GD17862,FBgn0189409,0.76458687973827,0.90274483080666,0.87226296918773,0,0,0
Dsim\GD17867,FBgn0189414,0.04086533500671,0.36506730165977,0.74446856874571,1,0,0
Dsim\GD17870,FBgn0189417,0.74036046980247,0.9219942835954,0.00620985614062,0,0,1
Dsim\GD17873,FBgn0189420,0.88491832293021,0.4447636300886,0.25648528405558,0,0,0
Dsim\GD17884,FBgn0189431,0.22557298497204,0.27071763010588,0.55971532110401,0,0,0
Dsim\GD17889,FBgn0189436,0.56772449601377,0.58271516047742,0.08019323476618,0,0,0
Dsim\GD17893,FBgn0189440,,,,0,0,0
Dsim\GD17906,FBgn0189452,0.00026841583908,0.47933358084047,0.10773514180522,1,0,0
Dsim\GD17911,FBgn0189457,0.64521592129495,0.40843560373358,0.19055553299087,0,0,0
Dsim\GD17928,FBgn0189474,0.08208283002678,0.26474921618062,0.10346364769512,0,0,0
Dsim\GD17939,FBgn0189485,0.4242011787379,0.01694218835722,0.6031940823648,0,1,0
Dsim\GD17941,FBgn0189487,0.92588063141677,0.98018278648157,0.8050855731654,0,0,0
Dsim\GD17950,FBgn0189496,0.91501266895283,0.74365759468412,0.57293070194939,0,0,0
Dsim\GD17954,FBgn0189500,,,,0,0,0
Dsim\GD17956,FBgn0189502,,,,0,0,0
Dsim\GD17971,FBgn0189517,0.45841205994722,0.784828811496,0.5483887553543,0,0,0
Dsim\GD17975,FBgn0189521,0.25229255792168,0.1259034970167,0.39304789513721,0,0,0
Dsim\GD17982,FBgn0189528,0.95347017361076,0.86235954605241,0.07042815559148,0,0,0
Dsim\GD17994,FBgn0189540,0.56727278896791,0.21859806487069,0.85426680149314,0,0,0
Dsim\GD17995,FBgn0189541,0.08811402901727,0.0958790888962,0.8892023840275,0,0,0
Dsim\GD17996,FBgn0189542,0.8569552929548,0.20300499734214,0.40742120564472,0,0,0
Dsim\GD17999,FBgn0189545,0.21921076240889,0.45671521164842,0.93873956981086,0,0,0
Dsim\GD18000,FBgn0189546,,,,0,0,0
Dsim\GD18002,FBgn0189547,,,,0,0,0
Dsim\GD18004,FBgn0189549,0.00167866385936,0.61767599259503,0.00184392605133,1,0,1
Dsim\GD18007,FBgn0189552,0.31833152935032,0.39472365895275,0.56985297014029,0,0,0
Dsim\GD18008,FBgn0189553,0.30037261087322,0.84533210895875,0.10747290621066,0,0,0
Dsim\GD18009,FBgn0189554,,,,0,0,0
Dsim\GD18012,FBgn0189557,0.94949098160489,0.96799954706989,0.81111521437951,0,0,0
Dsim\GD18013,FBgn0189558,0.56195581989842,0.92155383628726,0.00903723170021,0,0,1
Dsim\GD18015,FBgn0189560,0.59224242958935,0.64254978790835,0.59372029418688,0,0,0
Dsim\GD18016,FBgn0189561,0.41169044801115,0.0001556411509,0.24027511839531,0,1,0
Dsim\GD18017,FBgn0189562,0.55754411683077,0.00378511232503,0.33379053548112,0,1,0
Dsim\GD18022,FBgn0189566,,,,0,0,0
Dsim\GD18026,FBgn0189570,0.51082421646026,0.52149310475024,0.71794720000219,0,0,0
Dsim\GD18027,FBgn0189571,0.000464807505,0.0337903744974,0.01023339633156,1,1,1
Dsim\GD18028,FBgn0189572,,,,0,0,0
Dsim\GD18031,FBgn0189575,0.04339786671714,0.24242019473036,0.04178705383175,1,0,1
Dsim\GD18032,FBgn0189576,0.59094216871017,0.71246652460365,0.97984564349081,0,0,0
Dsim\GD18033,FBgn0189577,0.45912953517169,0.11328127711241,0.02983288578083,0,0,1
Dsim\GD18034,FBgn0189578,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18036,FBgn0189580,0.90398456681746,0.30646119654327,0.36106206852965,0,0,0
Dsim\GD18044,FBgn0189588,0.23882291267657,0.18615721938034,0.8035562900915,0,0,0
Dsim\GD18046,FBgn0189590,0.36212940992291,0.0038926254167,0.78555838975143,0,1,0
Dsim\GD18047,FBgn0189591,0.95509275003235,0.88367365142158,0.9169543101161,0,0,0
Dsim\GD18048,FBgn0189592,,,,0,0,0
Dsim\GD18049,FBgn0189593,0.89648338827099,0.94932852697137,0.84352389106307,0,0,0
Dsim\GD18051,FBgn0189595,,,,0,0,0
Dsim\GD18053,FBgn0189597,0.03084016392428,0.82039612913001,0.13391699727803,1,0,0
Dsim\GD18054,FBgn0189598,0.98335792258095,0.08912874125811,0.36498459791256,0,0,0
Dsim\GD18061,FBgn0189605,0.81931187599708,0.56631888284199,0.9321765984002,0,0,0
Dsim\GD18063,FBgn0189607,0.09917036606379,0.94206982678447,0.93161109056718,0,0,0
Dsim\GD18065,FBgn0189609,,,,0,0,0
Dsim\GD18068,FBgn0189611,0.80434531262003,0.97438225409532,0.27799796466304,0,0,0
Dsim\GD18069,FBgn0189612,0.5186166022041,0.32842287825586,0.06188781866778,0,0,0
Dsim\GD18070,FBgn0189613,0.48342813470406,0.20522481578271,0.10854621113301,0,0,0
Dsim\GD18071,FBgn0189614,0.95251645651496,0.98164727664062,0.03660811178981,0,0,1
Dsim\GD18072,FBgn0189615,0.13309222479807,0.74857482125493,0.0586126200683,0,0,0
Dsim\GD18073,FBgn0189616,0.45724354821261,0.12077785800692,0.50332124759816,0,0,0
Dsim\GD18074,FBgn0189617,0.82763630522228,0.17471834560002,0.89827759338684,0,0,0
Dsim\GD18075,FBgn0189618,0.62260171063802,0.8701827217073,0.63696599296351,0,0,0
Dsim\GD18079,FBgn0189622,0.96217799468004,0.98379520516921,0.81684505879732,0,0,0
Dsim\GD18082,FBgn0189625,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18084,FBgn0189627,0.19732112273295,0.80188013449104,0.97633420153812,0,0,0
Dsim\GD18085,FBgn0189628,0.68382856274651,0.45784595546563,0.21753874299674,0,0,0
Dsim\GD18086,FBgn0189629,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18089,FBgn0189632,,,,0,0,0
Dsim\GD18090,FBgn0189633,,,,0,0,0
Dsim\GD18091,FBgn0189634,0.3113686411652,0.03001327492048,0.89758892152143,0,1,0
Dsim\GD18094,FBgn0189637,0.02926123027419,0.36677571715128,0.48163489615555,1,0,0
Dsim\GD18095,FBgn0189638,0.55681384156051,0.51463275859164,0.0281167165094,0,0,1
Dsim\GD18096,FBgn0189639,0.96388583945892,0.00130527470913,0.37058678311217,0,1,0
Dsim\GD18097,FBgn0189640,0.60543802502194,0.15063855900156,0.22785708926785,0,0,0
Dsim\GD18099,FBgn0189641,,,,0,0,0
Dsim\GD18107,FBgn0189649,0.55574230876907,0.93187525438989,0.93187525438989,0,0,0
Dsim\GD18109,FBgn0189651,0.37020111246472,0.26255032689255,0.07713824002742,0,0,0
Dsim\GD18110,FBgn0189652,0.20075943721325,0.30175409733604,0.08321431754035,0,0,0
Dsim\GD18111,FBgn0189653,0.793713014998,0.00033387178754,0.14501749951674,0,1,0
Dsim\GD18113,FBgn0189655,,,,0,0,0
Dsim\GD18114,FBgn0189656,0.28970055212874,0.4292799009062,0.93892430359069,0,0,0
Dsim\GD18115,FBgn0189657,0.38940677491231,0.06251447096442,0.95389704661581,0,0,0
Dsim\GD18116,FBgn0189658,0.40110230123189,0.0150145802933,0.42893563885581,0,1,0
Dsim\GD18117,FBgn0189659,0.79394169565999,0.95762255556327,0.56707390019757,0,0,0
Dsim\GD18121,FBgn0189663,0.87192405532492,0.05459254044836,0.39244192996621,0,0,0
Dsim\GD18123,FBgn0189665,0.99625885515607,0.76851829533872,0.75795213403711,0,0,0
Dsim\GD18125,FBgn0189667,0.3464721861244,0.17702191264036,0.03008955914737,0,0,1
Dsim\GD18134,FBgn0189676,0.34180307905976,0.40974544972641,0.57830289366023,0,0,0
Dsim\GD18135,FBgn0189677,,,,0,0,0
Dsim\GD18137,FBgn0189679,,,,0,0,0
Dsim\GD18141,FBgn0189683,0.83344800375839,0.87001378667829,0.80186262728525,0,0,0
Dsim\GD18144,FBgn0189685,0.08857916259979,0.06540487953112,0.15452146633163,0,0,0
Dsim\GD18145,FBgn0189686,,,,0,0,0
Dsim\GD18147,FBgn0189688,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18148,FBgn0189689,,,,0,0,0
Dsim\GD18149,FBgn0189690,0.4549746236983,0.08131681469566,0.85024494564651,0,0,0
Dsim\GD18150,FBgn0189691,,,,0,0,0
Dsim\GD18152,FBgn0189693,0.41332124268234,0.1866082498433,0.64472333778742,0,0,0
Dsim\GD18155,FBgn0189694,,,,0,0,0
Dsim\GD18159,FBgn0189696,,,,0,0,0
Dsim\GD18161,FBgn0189698,0.3945669350267,0.22696351634161,0.56129349622746,0,0,0
Dsim\GD18167,FBgn0189703,0.98782959109347,0.79787260407983,0.69348031731737,0,0,0
Dsim\GD18174,FBgn0189710,0.76751446274736,0.76000029214931,0.90069385816438,0,0,0
Dsim\GD18175,FBgn0189711,0.45800296063337,0.99207740355261,0.20011010267098,0,0,0
Dsim\GD18179,FBgn0189715,0.13257189839153,0.03787987035257,0.44502598866081,0,1,0
Dsim\GD18180,FBgn0189716,,,,0,0,0
Dsim\GD18181,FBgn0189717,0.00208437375857,0.19721250303546,0.49797450878263,1,0,0
Dsim\GD18183,FBgn0189719,0.34239037773271,0.13302393686864,0.97010405744152,0,0,0
Dsim\GD18186,FBgn0189722,0.56359778486226,0.66750358426355,0.66750358426355,0,0,0
Dsim\GD18187,FBgn0189723,0.92421897755071,0.64891843348374,0.99503376863746,0,0,0
Dsim\GD18188,FBgn0189724,0.21460138141296,0.75954650237431,0.91773190559426,0,0,0
Dsim\GD18190,FBgn0189726,0.0203820998296,0.8166825126457,0.06952385740914,1,0,0
Dsim\GD18191,FBgn0189727,0.25742157912845,0.90410387716284,0.74781669696212,0,0,0
Dsim\GD18193,FBgn0189729,0.49427915957653,0.03943860983526,0.45135337838037,0,1,0
Dsim\GD18194,FBgn0189730,0.5182755129924,0.04655607710284,0.28490722368993,0,1,0
Dsim\GD18198,FBgn0189734,,,,0,0,0
Dsim\GD18200,FBgn0189736,0.29315447778224,0.79175581628961,0.99786304138782,0,0,0
Dsim\GD18201,FBgn0189737,,,,0,0,0
Dsim\GD18202,FBgn0189738,0.7682220948414,0.06910242451867,0.91928663289395,0,0,0
Dsim\GD18204,FBgn0189739,0.74929306823107,0.62675200237231,0.00108335682644,0,0,1
Dsim\GD18205,FBgn0189740,0.69226927057815,0.04252210386508,0.72459903632397,0,1,0
Dsim\GD18206,FBgn0189741,0.03559004801871,0.57518193501792,0.4256760390686,1,0,0
Dsim\GD18207,FBgn0189742,0.37712645852364,0.50917494498031,0.1030977271302,0,0,0
Dsim\GD18208,FBgn0189743,0.11124159637759,0.10916389663525,0.20580977043563,0,0,0
Dsim\GD18211,FBgn0189746,0.93376508612554,0.91495641477885,0.23823056498488,0,0,0
Dsim\GD18212,FBgn0189747,0.42020753862206,0.01673294556757,0.75077351720789,0,1,0
Dsim\GD18214,FBgn0189749,0.13548392418348,0.29820283887101,0.23341073843007,0,0,0
Dsim\GD18215,FBgn0189750,0.03335061202191,0.00260157215979,0.51274926556842,1,1,0
Dsim\GD18216,FBgn0189751,0.58435879743513,0.24849830167075,0.04533552353449,0,0,1
Dsim\GD18217,FBgn0189752,0.50672168832372,0.02156413508531,0.66876015023942,0,1,0
Dsim\GD18220,FBgn0189755,0.5110898067828,0.7867096862032,0.62096412268762,0,0,0
Dsim\GD18221,FBgn0189756,0.56359778486226,0.66750358426355,0.66750358426353,0,0,0
Dsim\GD18223,FBgn0189757,0.00287043749887,0.15919732364858,0.44868197187151,1,0,0
Dsim\GD18226,FBgn0189760,0.47898472368465,0.50954343996768,0.00057288126425,0,0,1
Dsim\GD18227,FBgn0189761,0.81367922623795,0.61475422018971,0.7904437334251,0,0,0
Dsim\GD18230,FBgn0189764,0.50730080726513,0.0003861082196,0.24441493493423,0,1,0
Dsim\GD18232,FBgn0189766,0.87229321236711,0.69834425878997,0.04569551548746,0,0,1
Dsim\GD18233,FBgn0189767,,,,0,0,0
Dsim\GD18234,FBgn0189768,0.88031139365458,0.11845345315842,0.83847777359216,0,0,0
Dsim\GD18235,FBgn0189769,0.0245080210403,0.9384124907199,0.00211791555254,1,0,1
Dsim\GD18236,FBgn0189770,,,,0,0,0
Dsim\GD18237,FBgn0189771,0.67520550577074,0.91267938802146,0.63610561472795,0,0,0
Dsim\GD18238,FBgn0189772,0.82845399944797,0.26803479322215,0.58699065349849,0,0,0
Dsim\GD18240,FBgn0189774,0.04802958195465,0.14631989072722,0.67221769363384,1,0,0
Dsim\GD18242,FBgn0189776,0.02939720944568,0.92855679349102,0.76795896224668,1,0,0
Dsim\GD18243,FBgn0189777,0.76533069989023,0.24892434871773,0.4220841964325,0,0,0
Dsim\GD18245,FBgn0189779,0.15734553244365,0.96679102885241,0.03309813568101,0,0,1
Dsim\GD18246,FBgn0189780,0.39907387649403,0.93672979397597,0.17295998926307,0,0,0
Dsim\GD18247,FBgn0189781,,,,0,0,0
Dsim\GD18249,FBgn0189783,0.28109982340427,0.91020602709462,0.00017083301967,0,0,1
Dsim\GD18252,FBgn0189785,0.49655240021774,0.29947474540913,0.32168862282826,0,0,0
Dsim\GD18253,FBgn0189786,,,,0,0,0
Dsim\GD18254,FBgn0189787,0.01116360644182,0.17269425699266,0.03561787494378,1,0,1
Dsim\GD18255,FBgn0189788,0.85768553602246,0.02682364404377,0.31403116510593,0,1,0
Dsim\GD18257,FBgn0189790,,,,0,0,0
Dsim\GD18258,FBgn0189791,,,,0,0,0
Dsim\GD18261,FBgn0189794,0.08967997837653,0.73239653888419,0.27935067616601,0,0,0
Dsim\GD18263,FBgn0189796,,,,0,0,0
Dsim\GD18264,FBgn0189797,,,,0,0,0
Dsim\GD18265,FBgn0189798,0.03251293370735,0.08004773602602,0.32936329393552,1,0,0
Dsim\GD18266,FBgn0189799,0.40604335145995,0.31308235743773,0.11096715245486,0,0,0
Dsim\GD18268,FBgn0189801,,,,0,0,0
Dsim\GD18269,FBgn0189802,0.8530830120114,0.08853270094575,0.01697052812226,0,0,1
Dsim\GD18270,FBgn0189803,0.83358587634653,0.67734997809038,0.26441268854387,0,0,0
Dsim\GD18271,FBgn0189804,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18273,FBgn0189806,0.32477430695871,0.47448917949187,0.28092147093795,0,0,0
Dsim\GD18275,FBgn0189808,0.59136222000361,0.91892665106979,0.08673533232894,0,0,0
Dsim\GD18276,FBgn0189809,0.26475862833698,0.08440404923205,0.69653294098263,0,0,0
Dsim\GD18280,FBgn0189813,0.96900968895193,0.85788626346082,0.17508160898785,0,0,0
Dsim\GD18281,FBgn0189814,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18282,FBgn0189815,0.39753096058349,0.55142078118899,0.32884207978794,0,0,0
Dsim\GD18283,FBgn0189816,0.80468633867223,0.29436755257251,0.16866276697352,0,0,0
Dsim\GD18285,FBgn0189818,0.93038153436076,0.19251147217488,0.04052851290887,0,0,1
Dsim\GD18286,FBgn0189819,0.60663439813331,0.11872964763037,0.52940333911997,0,0,0
Dsim\GD18287,FBgn0189820,,,,0,0,0
Dsim\GD18288,FBgn0189821,0.88711826715013,0.02334362642845,0.26826829958746,0,1,0
Dsim\GD18289,FBgn0189822,0.30475361117735,0.75962235792453,0.2324877066397,0,0,0
Dsim\GD18297,FBgn0189829,0.25145238752751,0.49410661355489,0.04632095945626,0,0,1
Dsim\GD18298,FBgn0189830,,,,0,0,0
Dsim\GD18299,FBgn0189831,0.14316312861788,0.01114344966198,0.52723806114808,0,1,0
Dsim\GD18300,FBgn0189832,0.890454673734,0.96512777276584,0.74323801478383,0,0,0
Dsim\GD18302,FBgn0189834,0.5109504705596,0.41415911771997,0.72132100577343,0,0,0
Dsim\GD18306,FBgn0189838,0.69641937836016,0.98588420003034,0.96494396586693,0,0,0
Dsim\GD18307,FBgn0189839,0.22443482885816,0.29977356658023,0.04616736985455,0,0,1
Dsim\GD18308,FBgn0189840,,,,0,0,0
Dsim\GD18310,FBgn0189841,0.5709083209819,0.84012987757215,0.47830815929249,0,0,0
Dsim\GD18311,FBgn0189842,,,,0,0,0
Dsim\GD18313,FBgn0189844,0.91457587366083,0.79078514618114,0.56913328133167,0,0,0
Dsim\GD18314,FBgn0189845,,,,0,0,0
Dsim\GD18315,FBgn0189846,0.10825224834987,0.01472022609766,0.36556423286251,0,1,0
Dsim\GD18316,FBgn0189847,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18317,FBgn0189848,0.87739816566237,0.00213637010776,0.92084631030915,0,1,0
Dsim\GD18318,FBgn0189849,0.08748712648095,0.03735102476102,0.93098536367442,0,1,0
Dsim\GD18319,FBgn0189850,,,,0,0,0
Dsim\GD18322,FBgn0189853,0.61749567422639,0.40071384392988,0.4571257737977,0,0,0
Dsim\GD18323,FBgn0189854,,,,0,0,0
Dsim\GD18324,FBgn0189855,0.7916177852981,0.1877042471677,0.00341248425826,0,0,1
Dsim\GD18325,FBgn0189856,0.02749811467032,0.72344175249031,0.94984835784883,1,0,0
Dsim\GD18327,FBgn0189857,0.31998017554525,0.3629162252619,0.34282962260584,0,0,0
Dsim\GD18328,FBgn0189858,0.72397925028315,0.00034284670073,0.46710410052271,0,1,0
Dsim\GD18329,FBgn0189859,0.26040020841423,0.96861133448392,0.0463811689347,0,0,1
Dsim\GD18330,FBgn0189860,0.60325447223611,0.46076320073242,0.88905212322527,0,0,0
Dsim\GD18331,FBgn0189861,0.4188117205535,0.01962570808788,0.91881303248971,0,1,0
Dsim\GD18332,FBgn0189862,0.94489787849838,0.59017456564391,0.00389572468398,0,0,1
Dsim\GD18334,FBgn0189863,0.22945755259526,0.00287754152465,0.97042844841869,0,1,0
Dsim\GD18335,FBgn0189864,0.84957691845912,0.94420687388563,0.94420687388563,0,0,0
Dsim\GD18337,FBgn0189866,,,,0,0,0
Dsim\GD18341,FBgn0189870,0.19067201122066,0.03194695596464,0.22424308042094,0,1,0
Dsim\GD18343,FBgn0189872,0.55688036109782,0.3121337788416,0.13359489612342,0,0,0
Dsim\GD18344,FBgn0189873,,,,0,0,0
Dsim\GD18345,FBgn0189874,0.85881225784805,0.14798483413663,0.29344160775963,0,0,0
Dsim\GD18346,FBgn0189875,0.30282107626673,0.90874848084389,0.76902846344846,0,0,0
Dsim\GD18348,FBgn0189877,0.160776132516,0.02459714026628,0.9720120352507,0,1,0
Dsim\GD18350,FBgn0189879,0.70035844995817,0.54842578329262,0.56585519454434,0,0,0
Dsim\GD18352,FBgn0189880,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18353,FBgn0189881,0.28488456732292,0.1960787740603,0.37858973019356,0,0,0
Dsim\GD18355,FBgn0189883,0.71995501917092,0.00007618383536,0.23391891265664,0,1,0
Dsim\GD18356,FBgn0189884,0.90050413465796,0.31242625475193,0.0655639834644,0,0,0
Dsim\GD18357,FBgn0189885,0.91496810964692,0.6116159659428,0.13876822190187,0,0,0
Dsim\GD18358,FBgn0189886,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18359,FBgn0189887,0.56765149745656,0.11793807449889,0.05342557469524,0,0,0
Dsim\GD18360,FBgn0189888,0.33967586253882,0.77502685609818,0.07521188536474,0,0,0
Dsim\GD18361,FBgn0189889,,,,0,0,0
Dsim\GD18364,FBgn0189891,0.0604714856334,0.5653907158434,0.86712758354316,0,0,0
Dsim\GD18365,FBgn0189892,0.81548695446342,0.64552489730978,0.17717210915556,0,0,0
Dsim\GD18366,FBgn0189893,0.10736001827473,0.20364765682553,0.95213259782215,0,0,0
Dsim\GD18367,FBgn0189894,0.07288382779878,0.12830241977726,0.65992978781191,0,0,0
Dsim\GD18368,FBgn0189895,0.3398931315807,0.41007172294223,0.53136392165511,0,0,0
Dsim\GD18378,FBgn0189905,0.63770729430487,0.07409930777181,0.33573173314255,0,0,0
Dsim\GD18379,FBgn0189906,,,,0,0,0
Dsim\GD18380,FBgn0189907,0.89610083374434,0.11598953026846,0.01448471297268,0,0,1
Dsim\GD18382,FBgn0189909,0.47625619416653,0.21490467926072,0.3597373889774,0,0,0
Dsim\GD18385,FBgn0189912,0.01276363896693,0.64680201247525,0.800550380127,1,0,0
Dsim\GD18388,FBgn0189915,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD18393,FBgn0189919,0.21191702920923,0.46793134141639,0.18660040402405,0,0,0
Dsim\GD18394,FBgn0189920,,,,0,0,0
Dsim\GD18395,FBgn0189921,0.71427192891119,0.87045013930073,0.23717883714652,0,0,0
Dsim\GD18396,FBgn0189922,0.51827278563043,0.82745630621507,0.6251567680398,0,0,0
Dsim\GD18397,FBgn0189923,0.91252720095861,0.57927220473242,0.90522062791861,0,0,0
Dsim\GD18402,FBgn0189927,0.12949971260793,0.56591634293405,0.61648641997415,0,0,0
Dsim\GD18403,FBgn0189928,0.76934832064716,0.20159107851305,0.02312109356821,0,0,1
Dsim\GD18404,FBgn0189929,0.56939139112153,0.06782365999247,0.0004470041694,0,0,1
Dsim\GD18405,FBgn0189930,0.06047994474827,0.83615353536087,0.40030668376095,0,0,0
Dsim\GD18406,FBgn0189931,0.1301512843899,0.43882616902915,0.94749443934454,0,0,0
Dsim\GD18407,FBgn0189932,0.8941319815749,0.65805824208434,0.11468381663453,0,0,0
Dsim\GD18409,FBgn0189934,0.00186975939744,0.4145574864913,0.00919118786737,1,0,1
Dsim\GD18410,FBgn0189935,0.06456920305452,0.01839327732616,0.19117772811405,0,1,0
Dsim\GD18411,FBgn0189936,0.92081193330564,0.0933727559773,0.78643567979819,0,0,0
Dsim\GD18412,FBgn0189937,0.03960026768476,0.30006611209277,0.16466664740432,1,0,0
